Year,Species,Age,SampleSize
2010,AnimalOther,23,55
2010,AnimalDragon,22,22
2010,AnimalOther-fox,15,16
2010,AnimalOther,15,53
2010,AnimalWolf,31,16
2010,AnimalHusky,31,6
2010,AnimalOther-reptile,19,12
2010,AnimalOther,19,114
2010,AnimalOther-bird,19,13
2010,AnimalOther,,19
2010,AnimalOther-primate,,1
2010,AnimalDragon,15,20
2010,AnimalOther-feline,19,28
2010,AnimalWolf,16,117
2010,AnimalRed-fox,16,48
2010,AnimalGrey-fox,16,17
2010,AnimalArctic-fox,16,16
2010,AnimalKitsune,16,15
2010,AnimalCoyote,16,13
2010,AnimalGerman-shepherd,16,13
2010,AnimalHusky,16,48
2010,AnimalLizard,16,8
2010,AnimalWolf,44,3
2010,AnimalRed-fox,44,2
2010,AnimalCollie,18,10
2010,AnimalLion,24,9
2010,AnimalOther-dog,28,11
2010,AnimalOther,28,36
2010,AnimalCheetah,23,7
2010,AnimalOther-fox,19,25
2010,AnimalHusky,19,43
2010,AnimalWolf,15,81
2010,AnimalGrey-fox,15,11
2010,AnimalRaven,15,10
2010,AnimalCoyote,24,3
2010,AnimalWolf,11,3
2010,AnimalArctic-fox,19,20
2010,AnimalRaptor,19,10
2010,AnimalDomestic-cat,18,36
2010,AnimalLion,23,7
2010,AnimalArctic-fox,17,17
2010,AnimalArctic-fox,18,17
2010,AnimalKitsune,19,20
2010,AnimalWolf,35,9
2010,AnimalKitsune,21,10
2010,AnimalOther-fox,21,18
2010,AnimalOthercanine,16,18
2010,AnimalMouse,16,4
2010,AnimalRat,16,3
2010,AnimalSquirrel,16,2
2010,AnimalRabbit,16,11
2010,AnimalKangaroo,16,12
2010,AnimalRiver-otter,24,5
2010,AnimalCougar,25,3
2010,AnimalWolf,24,46
2010,AnimalOther-dog,42,2
2010,AnimalOtherungulate,42,1
2010,AnimalOther,42,7
2010,AnimalCoyote,14,6
2010,AnimalDomestic-cat,14,15
2010,AnimalHusky,20,23
2010,AnimalRaccoon,20,14
2010,AnimalHyena,20,19
2010,AnimalRat,23,2
2010,AnimalOther-dog,31,4
2010,AnimalOther,31,17
2010,AnimalRed-fox,21,24
2010,AnimalRiver-otter,19,10
2010,AnimalDragon,25,18
2010,AnimalOthercanine,14,6
2010,AnimalOther,14,28
2010,AnimalKitsune,18,19
2010,AnimalRaptor,18,10
2010,AnimalRat,18,4
2010,AnimalWolf,14,42
2010,AnimalRed-fox,14,26
2010,AnimalArctic-fox,29,5
2010,AnimalOther-feline,17,15
2010,AnimalWolf,25,40
2010,AnimalRed-fox,25,17
2010,AnimalGrey-fox,25,3
2010,AnimalArctic-fox,25,6
2010,AnimalOther-fox,25,10
2010,AnimalTiger,25,16
2010,AnimalCheetah,25,4
2010,AnimalDomestic-cat,25,11
2010,AnimalDeer,25,1
2010,AnimalDomestic-cat,29,6
2010,AnimalRed-fox,18,46
2010,AnimalSkunk,18,5
2010,AnimalRed-fox,22,25
2010,AnimalBadger,26,1
2010,AnimalOther-dog,24,8
2010,AnimalOther,24,47
2010,AnimalRabbit,18,15
2010,AnimalCheetah,54,1
2010,AnimalCougar,54,1
2010,AnimalDragon,26,7
2010,AnimalOthercanine,17,19
2010,AnimalCoyote,17,10
2010,AnimalLion,21,7
2010,AnimalMouse,18,5
2010,AnimalCheetah,19,9
2010,AnimalOther-bear,19,5
2010,AnimalRiver-otter,44,2
2010,AnimalPanther,24,2
2010,AnimalBat,24,4
2010,AnimalRiver-otter,16,8
2010,AnimalOthercanine,20,15
2010,AnimalOther,20,96
2010,AnimalRabbit,32,4
2010,AnimalOther-reptile,15,4
2010,AnimalHusky,23,12
2010,AnimalPanther,20,13
2010,AnimalRaptor,20,7
2010,AnimalBat,20,9
2010,AnimalOthermusteloid,18,4
2010,AnimalHusky,25,14
2010,AnimalOther-dog,17,18
2010,AnimalPanther,13,2
2010,AnimalDragon,13,7
2010,AnimalOther-dog,16,20
2010,AnimalOther-feline,16,9
2010,AnimalRiver-otter,21,6
2010,AnimalGriffin,22,6
2010,AnimalOther-fox,22,12
2010,AnimalOther,22,52
2010,AnimalOthercanine,22,6
2010,AnimalLion,18,14
2010,AnimalDomestic-cat,23,19
2010,AnimalBat,23,6
2010,AnimalMouse,30,3
2010,AnimalWolf,38,8
2010,AnimalRed-fox,32,5
2010,AnimalSquirrel,34,2
2010,AnimalKitsune,37,4
2010,AnimalTiger,26,8
2010,AnimalOthercanine,19,19
2010,AnimalOtherungulate,19,7
2010,AnimalRabbit,19,21
2010,AnimalLemur,19,5
2010,AnimalHyena,19,6
2010,AnimalRed-fox,28,6
2010,AnimalOther-fox,20,30
2010,AnimalOtherungulate,29,2
2010,AnimalOther,29,23
2010,AnimalGrey-fox,17,7
2010,AnimalRiver-otter,18,13
2010,AnimalOthercanine,15,10
2010,AnimalDragon,21,32
2010,AnimalOthercanine,24,8
2010,AnimalOther-feline,38,6
2010,AnimalOther,38,9
2010,AnimalDomestic-cat,27,11
2010,AnimalCougar,20,9
2010,AnimalWeasel,18,4
2010,AnimalDeer,19,7
2010,AnimalOther,27,39
2010,AnimalOthermarsupial,27,3
2010,AnimalCoyote,23,9
2010,AnimalLeopard,15,2
2010,AnimalCheetah,15,4
2010,AnimalDomestic-cat,21,20
2010,AnimalSkunk,,3
2010,AnimalTiger,24,20
2010,AnimalCollie,19,7
2010,AnimalOther-fox,18,25
2010,AnimalDragon,18,48
2010,AnimalOther-bird,18,6
2010,AnimalTiger,19,20
2010,AnimalLion,19,17
2010,AnimalLeopard,19,4
2010,AnimalPanther,19,10
2010,AnimalCougar,19,8
2010,AnimalDomestic-cat,19,39
2010,AnimalLion,16,7
2010,AnimalCheetah,16,5
2010,AnimalRiver-otter,22,7
2010,AnimalDragon,27,17
2010,AnimalOthermarsupial,19,7
2010,AnimalTiger,33,5
2010,AnimalOther-feline,33,6
2010,AnimalPolarbear,33,1
2010,AnimalOther,33,14
2010,AnimalBat,33,2
2010,AnimalDinosaur,18,4
2010,AnimalLion,17,14
2010,AnimalCheetah,17,7
2010,AnimalRed-fox,23,18
2010,AnimalWolf,22,50
2010,AnimalLion,35,2
2010,AnimalCollie,17,4
2010,AnimalDragon,24,21
2010,AnimalRabbit,23,14
2010,AnimalTiger,18,20
2010,AnimalCougar,28,4
2010,AnimalLeopard,28,4
2010,AnimalDomestic-cat,20,37
2010,AnimalWolf,39,4
2010,AnimalDragon,39,2
2010,AnimalPolarbear,39,2
2010,AnimalSquirrel,27,3
2010,AnimalCoyote,20,8
2010,AnimalDeer,21,5
2010,AnimalRedpanda,20,5
2010,AnimalLion,14,3
2010,AnimalRaptor,27,4
2010,AnimalRiver-otter,17,9
2010,AnimalTiger,20,24
2010,AnimalGrey-fox,14,8
2010,AnimalOther-fox,14,11
2010,AnimalHusky,14,12
2010,AnimalTiger,14,9
2010,AnimalOther-dog,19,30
2010,AnimalOther-mustelid,18,2
2010,AnimalOthercanine,18,20
2010,AnimalBrown-bear,19,7
2010,AnimalTiger,27,9
2010,AnimalOther-bear,27,3
2010,AnimalOther-dog,13,4
2010,AnimalOther,13,12
2010,AnimalCheetah,24,1
2010,AnimalDomestic-cat,28,7
2010,AnimalDinosaur,24,3
2010,AnimalOther-feline,22,11
2010,AnimalMouse,20,7
2010,AnimalRabbit,20,25
2010,AnimalMouse,22,2
2010,AnimalRat,22,6
2010,AnimalRed-fox,24,21
2010,AnimalRaccoon,,5
2010,AnimalCheetah,18,9
2010,AnimalRaccoon,19,14
2010,AnimalKangaroo,19,11
2010,AnimalOther-dog,20,19
2010,AnimalTiger,22,20
2010,AnimalLeopard,16,3
2010,AnimalOtherungulate,32,1
2010,AnimalOther,32,6
2010,AnimalSquirrel,,2
2010,AnimalTiger,15,8
2010,AnimalHorse,16,10
2010,AnimalRed-fox,27,14
2010,AnimalGrey-fox,29,2
2010,AnimalSkunk,29,2
2010,AnimalSkunk,17,7
2010,AnimalOther-dog,25,9
2010,AnimalOthermarsupial,25,3
2010,AnimalBat,25,6
2010,AnimalBat,16,9
2010,AnimalWolf,46,3
2010,AnimalOther-dog,23,14
2010,AnimalSkunk,20,8
2010,AnimalOthercanine,26,4
2010,AnimalOther,26,40
2010,AnimalOthermusteloid,21,1
2010,AnimalOther-bear,18,2
2010,AnimalGrizzlybear,17,4
2010,AnimalCougar,21,3
2010,AnimalRaptor,21,5
2010,AnimalGriffin,21,5
2010,AnimalRed-fox,15,25
2010,AnimalArctic-fox,15,18
2010,AnimalRaccoon,15,8
2010,AnimalLeopard,18,8
2010,AnimalCheetah,20,15
2010,AnimalDragon,17,30
2010,AnimalRiver-otter,15,5
2010,AnimalKitsune,14,9
2010,AnimalArctic-fox,22,7
2010,AnimalHusky,22,16
2010,AnimalRabbit,22,8
2010,AnimalGrey-fox,19,12
2010,AnimalKitsune,39,1
2010,AnimalOther-fox,36,2
2010,AnimalHorse,36,3
2010,AnimalOther,36,5
2010,AnimalRaptor,41,1
2010,AnimalLeopard,37,2
2010,AnimalDinosaur,20,5
2010,AnimalPanther,44,1
2010,AnimalRaven,22,2
2010,AnimalOther-feline,14,9
2010,AnimalDeer,16,7
2010,AnimalOther-feline,24,16
2010,AnimalRed-fox,50,1
2010,AnimalGrey-fox,50,1
2010,AnimalHorse,50,2
2010,AnimalGrey-fox,18,12
2010,AnimalHusky,17,29
2010,AnimalOtherungulate,16,3
2010,AnimalTiger,16,15
2010,AnimalRedpanda,16,4
2010,AnimalBrown-bear,16,3
2010,AnimalGrizzlybear,16,3
2010,AnimalPandabear,16,5
2010,AnimalPolarbear,16,4
2010,AnimalKoala,16,1
2010,AnimalWolf,28,23
2010,AnimalDomestic-cat,26,13
2010,AnimalLizard,18,7
2010,AnimalLion,20,17
2010,AnimalRabbit,17,5
2010,AnimalBat,18,7
2010,AnimalDomestic-cat,,14
2010,AnimalBrown-bear,17,5
2010,AnimalSquirrel,23,2
2010,AnimalHusky,,8
2010,AnimalPanther,,2
2010,AnimalOthercanine,28,4
2010,AnimalDragon,14,11
2010,AnimalSea-otter,19,1
2010,AnimalRaccoon,17,6
2010,AnimalOther-bear,22,1
2010,AnimalOther-feline,23,12
2010,AnimalOther-bird,23,3
2010,AnimalGerman-shepherd,23,4
2010,AnimalRabbit,27,9
2010,AnimalOther-dog,15,10
2010,AnimalRaccoon,32,1
2010,AnimalOther-fox,27,6
2010,AnimalOther-feline,27,7
2010,AnimalRiver-otter,43,1
2010,AnimalWolf,30,22
2010,AnimalOther-dog,30,3
2010,AnimalOther,30,16
2010,AnimalCoyote,21,5
2010,AnimalSkunk,23,3
2010,AnimalOther-bird,15,8
2010,AnimalRed-fox,26,10
2010,AnimalRedpanda,17,2
2010,AnimalDeer,17,3
2010,AnimalGriffin,17,3
2010,AnimalDomestic-cat,16,26
2010,AnimalTiger,31,5
2010,AnimalRaccoon,27,3
2010,AnimalKitsune,26,4
2010,AnimalRabbit,26,8
2010,AnimalHorse,26,3
2010,AnimalBadger,27,2
2010,AnimalRed-fox,33,9
2010,AnimalGerman-shepherd,28,1
2010,AnimalKitsune,20,19
2010,AnimalSkunk,22,2
2010,AnimalWolf,26,34
2010,AnimalHusky,26,6
2010,AnimalGerman-shepherd,20,13
2010,AnimalCollie,20,4
2010,AnimalHusky,28,3
2010,AnimalTiger,28,5
2010,AnimalOther-feline,28,7
2010,AnimalOther-bird,28,4
2010,AnimalLeopard,27,2
2010,AnimalPanther,27,2
2010,AnimalLion,38,4
2010,AnimalDomestic-cat,38,1
2010,AnimalTiger,37,3
2010,AnimalCheetah,37,4
2010,AnimalOther-reptile,25,4
2010,AnimalPanther,37,2
2010,AnimalPanther,26,4
2010,AnimalDragon,40,4
2010,AnimalBrown-bear,40,1
2010,AnimalRed-fox,37,3
2010,AnimalCollie,37,1
2010,AnimalOther-mustelid,43,2
2010,AnimalOther,43,2
2010,AnimalCoyote,33,4
2010,AnimalRabbit,33,6
2010,AnimalSkunk,47,1
2010,AnimalHusky,24,14
2010,AnimalDragon,36,5
2010,AnimalArctic-fox,28,3
2010,AnimalOther-fox,23,14
2010,AnimalDragon,23,22
2010,AnimalWolf,50,3
2010,AnimalOther-dog,33,4
2010,AnimalWeasel,25,1
2010,AnimalOthermusteloid,25,3
2010,AnimalRaccoon,14,5
2010,AnimalRabbit,14,5
2010,AnimalRed-fox,35,6
2010,AnimalTiger,29,3
2010,AnimalPanther,25,4
2010,AnimalPandabear,25,1
2010,AnimalRaven,25,2
2010,AnimalBrown-bear,42,2
2010,AnimalGrizzlybear,42,2
2010,AnimalOther-feline,29,4
2010,AnimalDragon,35,3
2010,AnimalOther-feline,31,4
2010,AnimalCoyote,19,8
2010,AnimalGerman-shepherd,24,2
2010,AnimalGrizzlybear,24,2
2010,AnimalGerman-shepherd,26,3
2010,AnimalCollie,31,3
2010,AnimalWolf,32,13
2010,AnimalHusky,32,1
2010,AnimalOther-dog,32,3
2010,AnimalPandabear,38,1
2010,AnimalPanther,30,6
2010,AnimalRed-fox,42,3
2010,AnimalLion,42,2
2010,AnimalOther-bear,23,2
2010,AnimalLion,27,4
2010,AnimalOther-reptile,27,2
2010,AnimalOtherungulate,27,3
2010,AnimalHusky,34,2
2010,AnimalDomestic-cat,35,4
2010,AnimalWolf,33,20
2010,AnimalOthercanine,37,1
2010,AnimalDomestic-cat,37,2
2010,AnimalOther,37,7
2010,AnimalHusky,42,1
2010,AnimalOthermarsupial,21,1
2010,AnimalLion,22,12
2010,AnimalArctic-fox,23,4
2010,AnimalRaccoon,21,5
2010,AnimalPanther,29,4
2010,AnimalHorse,29,1
2010,AnimalHyena,29,1
2010,AnimalLion,33,3
2010,AnimalLeopard,33,3
2010,AnimalPanther,33,2
2010,AnimalCheetah,33,1
2010,AnimalCougar,33,2
2010,AnimalDomestic-cat,33,2
2010,AnimalOther-feline,25,5
2010,AnimalOther-dog,27,8
2010,AnimalDomestic-cat,42,4
2010,AnimalTiger,23,17
2010,AnimalHusky,29,5
2010,AnimalMonkey,22,2
2010,AnimalCougar,38,1
2010,AnimalRat,17,1
2010,AnimalRaven,17,6
2010,AnimalSea-otter,21,3
2010,AnimalKangaroo,21,4
2010,AnimalDragon,33,5
2010,AnimalBrown-bear,45,2
2010,AnimalCheetah,22,5
2010,AnimalLion,25,10
2010,AnimalCoyote,22,8
2010,AnimalWolf,40,3
2010,AnimalOther-bear,40,1
2010,AnimalOther,40,3
2010,AnimalPandabear,42,2
2010,AnimalPolarbear,42,2
2010,AnimalOtherungulate,21,5
2010,AnimalWolf,36,4
2010,AnimalLizard,19,11
2010,AnimalPanther,31,2
2010,AnimalRaccoon,25,6
2010,AnimalOther-dog,47,1
2010,AnimalOther,47,2
2010,AnimalOther-primate,47,1
2010,AnimalMouse,24,2
2010,AnimalBrown-bear,49,1
2010,AnimalRaccoon,37,5
2010,AnimalOther-reptile,26,2
2010,AnimalRedpanda,26,2
2010,AnimalOther-bird,42,1
2010,AnimalHorse,23,7
2010,AnimalLion,30,2
2010,AnimalRaccoon,18,10
2010,AnimalRat,29,2
2010,AnimalWeasel,23,1
2010,AnimalLeopard,44,1
2010,AnimalOtherungulate,26,2
2010,AnimalGrey-fox,33,3
2010,AnimalPandabear,40,1
2010,AnimalOther-bear,34,1
2010,AnimalOther,34,6
2010,AnimalRedpanda,31,2
2010,AnimalArctic-fox,33,3
2010,AnimalGrizzlybear,22,3
2010,AnimalRabbit,30,5
2010,AnimalRabbit,37,2
2010,AnimalOthermarsupial,37,1
2010,AnimalDragon,48,1
2010,AnimalRaccoon,26,7
2010,AnimalKangaroo,45,1
2010,AnimalDomestic-cat,32,7
2010,AnimalOthercanine,31,2
2010,AnimalWeasel,31,2
2010,AnimalLion,40,1
2010,AnimalHorse,44,3
2010,AnimalGerman-shepherd,31,1
2010,AnimalGriffin,29,2
2010,AnimalOther-dog,22,12
2010,AnimalGrey-fox,30,2
2010,AnimalCoyote,30,5
2010,AnimalOther-dog,29,8
2010,AnimalLion,28,5
2010,AnimalSkunk,25,7
2010,AnimalRaccoon,33,4
2010,AnimalRabbit,35,2
2010,AnimalRiver-otter,42,1
2010,AnimalArctic-fox,31,2
2010,AnimalKitsune,31,3
2010,AnimalLeopard,31,1
2010,AnimalHorse,31,2
2010,AnimalRabbit,31,8
2010,AnimalWolf,43,4
2010,AnimalTiger,34,2
2010,AnimalSkunk,34,2
2010,AnimalOthermarsupial,20,5
2010,AnimalDeer,26,1
2010,AnimalCougar,16,3
2010,AnimalRabbit,24,9
2010,AnimalKitsune,22,4
2010,AnimalOther-fox,24,6
2010,AnimalOther-feline,20,23
2010,AnimalPolarbear,20,3
2010,AnimalKangaroo,20,6
2010,AnimalOther,110,2
2010,AnimalOther-primate,110,1
2010,AnimalHusky,30,4
2010,AnimalCoyote,43,2
2010,AnimalRedpanda,21,2
2010,AnimalRed-fox,45,1
2010,AnimalKitsune,45,1
2010,AnimalOther-fox,45,1
2010,AnimalOther,45,7
2010,AnimalRed-fox,38,4
2010,AnimalRaccoon,46,1
2010,AnimalOtherungulate,20,7
2010,AnimalSquirrel,35,1
2010,AnimalWolf,51,2
2010,AnimalGerman-shepherd,51,2
2010,AnimalSea-otter,41,2
2010,AnimalDeer,29,3
2010,AnimalSkunk,38,2
2010,AnimalCoyote,27,7
2010,AnimalRaven,27,1
2010,AnimalOther-bird,27,5
2010,AnimalGriffin,27,4
2010,AnimalLion,34,2
2010,AnimalDeer,37,3
2010,AnimalRaven,37,2
2010,AnimalOther-bird,37,1
2010,AnimalHyena,37,3
2010,AnimalGriffin,37,3
2010,AnimalLion,32,2
2010,AnimalWeasel,27,1
2010,AnimalOthercanine,27,6
2010,AnimalRaven,24,1
2010,AnimalOther-fox,26,7
2010,AnimalTiger,36,2
2010,AnimalLion,36,1
2010,AnimalRaccoon,28,4
2010,AnimalGrey-fox,31,2
2010,AnimalGrizzlybear,46,1
2010,AnimalPolarbear,46,1
2010,AnimalOther-bear,46,1
2010,AnimalOther,46,2
2010,AnimalDomestic-cat,24,10
2010,AnimalOther-bird,21,6
2010,AnimalRabbit,36,2
2010,AnimalOther-feline,21,16
2010,AnimalOthercanine,,3
2010,AnimalRaven,30,3
2010,AnimalTiger,30,2
2010,AnimalPolarbear,19,3
2010,AnimalOther-fox,,7
2010,AnimalOther-feline,,3
2010,AnimalRabbit,28,4
2010,AnimalOthercanine,35,1
2010,AnimalOtherungulate,35,2
2010,AnimalOther-bear,35,1
2010,AnimalOther,35,7
2010,AnimalLizard,31,1
2010,AnimalWolf,41,2
2010,AnimalTiger,41,2
2010,AnimalDragon,41,2
2010,AnimalRaccoon,41,1
2010,AnimalRiver-otter,41,2
2010,AnimalHorse,41,1
2010,AnimalRabbit,41,2
2010,AnimalDragon,32,11
2010,AnimalLion,26,6
2010,AnimalHorse,20,12
2010,AnimalOther-feline,26,16
2010,AnimalDomestic-cat,31,5
2010,AnimalDragon,31,3
2010,AnimalHyena,30,3
2010,AnimalDragon,37,6
2010,AnimalRabbit,,6
2010,AnimalCheetah,27,3
2010,AnimalDragon,34,3
2010,AnimalOther-feline,18,24
2010,AnimalTiger,39,1
2010,AnimalCollie,26,2
2010,AnimalCougar,36,1
2010,AnimalOther-dog,34,3
2010,AnimalCoyote,25,3
2010,AnimalLeopard,25,4
2010,AnimalKitsune,23,5
2010,AnimalRaccoon,40,1
2010,AnimalCoyote,31,1
2010,AnimalRiver-otter,29,3
2010,AnimalOther-bear,50,1
2010,AnimalOther,50,3
2010,AnimalWolf,37,3
2010,AnimalDeer,56,1
2010,AnimalCoyote,38,1
2010,AnimalOthermarsupial,32,1
2010,AnimalLion,31,3
2010,AnimalTiger,35,5
2010,AnimalHorse,40,2
2010,AnimalRed-fox,34,3
2010,AnimalCoyote,34,1
2010,AnimalRabbit,21,6
2010,AnimalDragon,29,8
2010,AnimalOthermarsupial,29,1
2010,AnimalGrey-fox,28,3
2010,AnimalOtherungulate,28,3
2010,AnimalCougar,35,1
2010,AnimalOther-bird,24,4
2010,AnimalOther-feline,34,2
2010,AnimalHusky,37,1
2010,AnimalOther-fox,28,4
2010,AnimalHusky,27,7
2010,AnimalKoala,25,1
2010,AnimalCheetah,31,1
2010,AnimalOtherungulate,50,1
2010,AnimalPolarbear,26,4
2010,AnimalOthercanine,25,5
2010,AnimalOther-dog,35,4
2010,AnimalTiger,42,3
2010,AnimalOther-feline,42,2
2010,AnimalCoyote,26,2
2010,AnimalOther-dog,26,8
2010,AnimalBat,35,1
2010,AnimalRat,35,1
2010,AnimalGrey-fox,27,3
2010,AnimalDragon,28,9
2010,AnimalOther-bear,28,2
2010,AnimalHorse,35,1
2010,AnimalGrey-fox,24,3
2010,AnimalKangaroo,32,3
2010,AnimalDeer,46,1
2010,AnimalWolf,48,2
2010,AnimalHyena,48,1
2010,AnimalGerman-shepherd,25,3
2010,AnimalRiver-otter,25,3
2010,AnimalHorse,25,8
2010,AnimalOther-reptile,24,3
2010,AnimalRaccoon,24,6
2010,AnimalWeasel,24,1
2010,AnimalCollie,,2
2010,AnimalGriffin,35,1
2010,AnimalRaptor,30,1
2010,AnimalWolf,29,11
2010,AnimalKitsune,28,3
2010,AnimalRiver-otter,23,3
2010,AnimalOtherungulate,56,1
2010,AnimalOther,56,1
2010,AnimalOther-fox,29,3
2010,AnimalCoyote,29,3
2010,AnimalOthercanine,29,1
2010,AnimalRaccoon,29,2
2010,AnimalOther-mustelid,29,2
2010,AnimalRedpanda,29,2
2010,AnimalBrown-bear,29,2
2010,AnimalPandabear,29,1
2010,AnimalPolarbear,29,1
2010,AnimalLemur,29,2
2010,AnimalOther-mustelid,26,3
2010,AnimalBrown-bear,35,1
2010,AnimalTiger,49,1
2010,AnimalWolf,62,1
2010,AnimalRed-fox,62,1
2010,AnimalRabbit,44,2
2010,AnimalArctic-fox,36,1
2010,AnimalOtherungulate,51,1
2010,AnimalOther,51,3
2010,AnimalHyena,26,1
2010,AnimalRabbit,39,2
2010,AnimalRat,19,5
2010,AnimalSquirrel,19,6
2010,AnimalSea-otter,18,6
2010,AnimalBat,41,2
2010,AnimalLizard,24,7
2010,AnimalOther,39,5
2010,AnimalRaptor,39,2
2010,AnimalOther-bird,39,2
2010,AnimalGriffin,39,1
2010,AnimalKitsune,29,3
2010,AnimalSkunk,21,4
2010,AnimalSkunk,27,2
2010,AnimalBrown-bear,20,4
2010,AnimalCollie,33,1
2010,AnimalWeasel,28,1
2010,AnimalOther-mustelid,28,1
2010,AnimalKangaroo,23,1
2010,AnimalCougar,30,1
2010,AnimalLizard,21,2
2010,AnimalWeasel,26,1
2010,AnimalLeopard,47,1
2010,AnimalLizard,20,10
2010,AnimalOther-mustelid,38,2
2010,AnimalOther-feline,37,3
2010,AnimalGriffin,20,8
2010,AnimalHyena,13,1
2010,AnimalWolf,45,4
2010,AnimalWolf,47,3
2010,AnimalBrown-bear,28,2
2010,AnimalCougar,27,2
2010,AnimalGriffin,30,2
2010,AnimalOther-bird,31,2
2010,AnimalGrizzlybear,34,1
2010,AnimalSquirrel,38,1
2010,AnimalRat,20,5
2010,AnimalGrey-fox,23,4
2010,AnimalGerman-shepherd,33,1
2010,AnimalSquirrel,29,3
2010,AnimalHyena,15,6
2010,AnimalCoyote,39,2
2010,AnimalCougar,39,1
2010,AnimalOther-dog,44,1
2010,AnimalTiger,44,1
2010,AnimalRat,44,1
2010,AnimalOther,44,2
2010,AnimalGriffin,44,1
2010,AnimalGriffin,36,1
2010,AnimalGrey-fox,32,1
2010,AnimalSkunk,32,2
2010,AnimalBrown-bear,32,1
2010,AnimalOther-dog,38,1
2010,AnimalOtherungulate,25,3
2010,AnimalRaccoon,42,3
2010,AnimalOther-bear,42,1
2010,AnimalRed-fox,41,3
2010,AnimalOther-fox,41,1
2010,AnimalCheetah,41,1
2010,AnimalOther,41,4
2010,AnimalOthercanine,33,1
2010,AnimalOtherungulate,33,3
2010,AnimalDinosaur,29,1
2010,AnimalWeasel,35,1
2010,AnimalOther-mustelid,35,1
2010,AnimalHyena,39,2
2010,AnimalDeer,30,1
2010,AnimalGerman-shepherd,22,3
2010,AnimalDeer,40,1
2010,AnimalKangaroo,34,1
2010,AnimalRabbit,34,1
2010,AnimalOther-mustelid,27,3
2010,AnimalDinosaur,21,2
2010,AnimalOthercanine,38,2
2010,AnimalRabbit,38,3
2010,AnimalGerman-shepherd,29,1
2010,AnimalCollie,29,2
2010,AnimalOther-fox,30,5
2010,AnimalDomestic-cat,30,4
2010,AnimalRaptor,25,1
2010,AnimalKitsune,42,1
2010,AnimalOther-fox,42,2
2010,AnimalCollie,42,1
2010,AnimalLeopard,21,3
2010,AnimalBat,30,1
2010,AnimalBrown-bear,33,1
2010,AnimalHorse,42,1
2010,AnimalOther-bear,30,1
2010,AnimalCougar,43,2
2010,AnimalHorse,24,1
2010,AnimalOther-bird,33,2
2010,AnimalLemur,33,1
2010,AnimalGrey-fox,34,1
2010,AnimalCougar,44,1
2010,AnimalCheetah,49,1
2010,AnimalDragon,49,2
2010,AnimalHorse,61,1
2010,AnimalRiver-otter,32,1
2010,AnimalOther-feline,30,2
2010,AnimalBrown-bear,30,1
2010,AnimalWolf,55,1
2010,AnimalKitsune,51,1
2010,AnimalOther-fox,51,1
2010,AnimalCoyote,51,1
2010,AnimalHusky,51,1
2010,AnimalOther-dog,51,1
2010,AnimalOthercanine,51,1
2010,AnimalTiger,51,1
2010,AnimalDragon,51,1
2010,AnimalBadger,51,1
2010,AnimalHorse,51,1
2010,AnimalPolarbear,51,1
2010,AnimalTiger,50,1
2010,AnimalRed-fox,53,1
2010,AnimalOthercanine,53,1
2010,AnimalOther,53,1
2010,AnimalRiver-otter,27,3
2010,AnimalRiver-otter,20,10
2010,AnimalRiver-otter,39,2
2010,AnimalSquirrel,22,3
2010,AnimalCougar,41,1
2010,AnimalArctic-fox,14,10
2010,AnimalHusky,15,18
2010,AnimalWolf,53,1
2010,AnimalCougar,17,5
2010,AnimalRedpanda,15,4
2010,AnimalLeopard,24,3
2010,AnimalOthercanine,50,1
2010,AnimalOther-mustelid,31,1
2010,AnimalCheetah,32,1
2010,AnimalRaven,32,1
2010,AnimalCheetah,40,1
2010,AnimalPanther,21,3
2010,AnimalBat,21,6
2010,AnimalOther-reptile,29,3
2010,AnimalRabbit,29,3
2010,AnimalOther-mustelid,22,3
2010,AnimalOtherungulate,37,1
2010,AnimalOthercanine,45,1
2010,AnimalLeopard,32,2
2010,AnimalDomestic-cat,40,1
2010,AnimalPolarbear,28,1
2010,AnimalLeopard,20,13
2010,AnimalRaven,20,6
2010,AnimalRabbit,15,9
2010,AnimalSquirrel,41,1
2010,AnimalLeopard,26,3
2010,AnimalPanther,36,1
2010,AnimalDomestic-cat,36,1
2010,AnimalRaccoon,36,2
2010,AnimalLeopard,52,1
2010,AnimalOther-feline,44,1
2010,AnimalDeer,44,1
2010,AnimalMouse,36,2
2010,AnimalGerman-shepherd,30,2
2010,AnimalCheetah,28,2
2010,AnimalRaptor,28,1
2010,AnimalRed-fox,31,1
2010,AnimalRabbit,42,1
2010,AnimalLeopard,43,1
2010,AnimalMouse,31,2
2010,AnimalRed-fox,39,1
2010,AnimalHorse,39,2
2010,AnimalRiver-otter,33,2
2010,AnimalCougar,24,2
2010,AnimalOther-dog,40,2
2010,AnimalWeasel,37,1
2010,AnimalPanther,28,2
2010,AnimalHusky,33,2
2010,AnimalOther-feline,55,1
2010,AnimalHorse,55,1
2010,AnimalOther,55,1
2010,AnimalOther-feline,45,1
2010,AnimalDinosaur,28,2
2010,AnimalGrey-fox,42,1
2010,AnimalArctic-fox,42,1
2010,AnimalCheetah,30,2
2010,AnimalDragon,46,1
2010,AnimalDinosaur,46,1
2010,AnimalOtherungulate,46,1
2010,AnimalBat,46,1
2010,AnimalRat,31,2
2010,AnimalCheetah,26,3
2010,AnimalOtherungulate,41,1
